"Date","Price","Open","High","Low","Change %"
"09/20/2021","196.70","178.43","196.70","178.43","10.25%"
"09/17/2021","178.41","177.47","178.41","177.47","0.50%"
"09/16/2021","177.52","176.45","177.52","176.45","0.36%"
"09/15/2021","176.88","179.35","179.35","176.88","-0.33%"
"09/14/2021","177.47","177.40","177.47","177.40","0.26%"
"09/13/2021","177.01","176.46","177.01","176.46","0.35%"
"09/10/2021","176.39","178.37","178.37","176.39","-2.26%"
"09/09/2021","180.46","179.36","180.46","179.36","1.13%"
"09/08/2021","178.45","175.00","178.45","175.00","2.05%"
"09/07/2021","174.87","173.48","174.87","173.48","0.73%"
"09/06/2021","173.60","173.48","173.60","173.48","0.00%"
"09/03/2021","173.60","173.96","173.96","173.60","-0.17%"
"09/02/2021","173.90","175.44","175.44","173.90","-0.80%"
"09/01/2021","175.31","175.44","175.44","175.31","0.36%"
"08/31/2021","174.68","172.46","174.68","172.46","0.98%"
"08/30/2021","172.98","179.35","179.35","172.98","-1.51%"
"08/27/2021","175.64","179.35","179.35","175.64","-2.28%"
"08/26/2021","179.74","179.39","179.74","179.39","-0.12%"
"08/25/2021","179.95","182.32","182.32","179.95","-1.54%"
"08/24/2021","182.76","186.18","186.18","182.76","-1.89%"
"08/23/2021","186.29","187.19","187.19","186.29","-0.93%"
"08/20/2021","188.03","188.15","188.15","188.03","-0.09%"
"08/19/2021","188.20","185.27","188.20","185.27","2.25%"
"08/18/2021","184.05","180.88","184.05","180.88","1.74%"
"08/17/2021","180.91","178.36","180.91","178.36","1.44%"
"08/16/2021","178.34","177.37","178.34","177.37","0.52%"
"08/13/2021","177.42","178.42","178.42","177.42","-0.34%"
"08/12/2021","178.02","181.89","181.89","178.02","-2.13%"
"08/11/2021","181.89","183.33","183.33","181.89","-0.98%"
"08/10/2021","183.69","182.34","183.69","182.34","0.34%"
"08/09/2021","183.07","181.39","183.07","181.39","1.02%"
"08/06/2021","181.23","180.43","181.23","180.43","0.78%"
"08/05/2021","179.82","177.46","179.82","177.46","1.26%"
"08/04/2021","177.58","176.42","177.58","176.42","0.46%"
"08/03/2021","176.77","176.38","176.77","176.38","0.56%"
"08/02/2021","175.79","175.41","175.79","175.41","0.66%"
"07/30/2021","174.64","171.56","174.64","171.56","1.86%"
"07/29/2021","171.45","174.47","174.47","171.45","-1.83%"
"07/28/2021","174.65","175.42","175.42","174.65","-0.30%"
"07/27/2021","175.18","172.52","175.18","172.52","1.60%"
"07/26/2021","172.42","171.54","172.42","171.54","0.51%"
"07/23/2021","171.54","172.48","172.48","171.54","-0.57%"
"07/22/2021","172.53","172.56","172.56","172.53","0.02%"
"07/21/2021","172.49","173.44","173.44","172.49","-1.25%"
"07/20/2021","174.67","178.24","178.24","174.67","-1.99%"
"07/19/2021","178.21","173.48","178.21","173.48","2.91%"
"07/16/2021","173.17","173.45","173.45","173.17","-0.12%"
"07/15/2021","173.37","171.45","173.37","171.45","1.01%"
"07/14/2021","171.63","176.46","176.46","171.63","-2.43%"
"07/13/2021","175.90","172.48","175.90","172.48","1.90%"
"07/12/2021","172.62","172.54","172.62","172.54","-0.02%"
"07/09/2021","172.65","174.37","174.37","172.65","-0.58%"
"07/08/2021","173.65","169.52","173.65","169.52","2.36%"
"07/07/2021","169.65","168.48","169.65","168.48","0.98%"
"07/06/2021","168.01","163.65","168.01","163.65","2.25%"
"07/05/2021","164.31","163.60","164.31","163.60","0.02%"
"07/02/2021","164.28","165.63","165.63","164.28","-0.75%"
"07/01/2021","165.52","164.61","165.52","164.61","0.64%"
"06/30/2021","164.47","159.73","164.47","159.73","3.06%"
"06/29/2021","159.59","157.75","159.59","157.75","1.12%"
"06/28/2021","157.82","157.78","157.82","157.78","0.40%"
"06/25/2021","157.19","158.76","158.76","157.19","-1.16%"
"06/24/2021","159.04","161.72","161.72","159.04","-1.67%"
"06/23/2021","161.74","163.59","163.59","161.74","-1.36%"
"06/22/2021","163.97","164.62","164.62","163.97","-0.52%"
"06/21/2021","164.83","166.57","166.57","164.83","-0.83%"
"06/18/2021","166.21","163.63","166.21","163.63","1.71%"
"06/17/2021","163.41","162.88","163.41","162.88","0.02%"
"06/16/2021","163.38","158.85","174.46","158.85","0.91%"
"06/15/2021","161.91","160.76","161.91","160.76","0.35%"
"06/14/2021","161.35","158.85","161.35","158.85","1.55%"
"06/11/2021","158.89","158.79","158.89","158.79","-0.01%"
"06/10/2021","158.91","159.77","159.77","158.91","-0.26%"
"06/09/2021","159.33","160.76","160.76","159.33","-0.95%"
"06/08/2021","160.86","161.76","161.76","160.86","-0.54%"
"06/07/2021","161.74","161.69","161.74","161.69","-0.30%"
"06/04/2021","162.23","164.73","164.73","162.23","-1.30%"
"06/03/2021","164.37","162.71","164.37","162.71","0.70%"
"06/02/2021","163.22","166.67","166.67","163.22","-2.24%"
"06/01/2021","166.96","170.59","170.59","166.96","-2.25%"
"05/31/2021","170.81","170.54","170.81","170.54","0.01%"
"05/28/2021","170.79","171.55","171.55","170.79","-0.47%"
"05/27/2021","171.60","176.35","176.35","171.60","-1.62%"
"05/26/2021","174.43","176.35","176.35","174.43","-0.94%"
"05/25/2021","176.09","176.36","176.36","176.09","-0.23%"
"05/24/2021","176.49","178.36","178.36","176.49","-0.35%"
"05/21/2021","177.11","175.89","177.11","175.89","0.39%"
"05/20/2021","176.42","180.35","180.35","176.42","-2.10%"
"05/19/2021","180.21","178.32","180.21","178.32","1.24%"
"05/18/2021","178.01","175.89","178.01","175.89","1.21%"
"05/17/2021","175.88","174.40","175.88","174.40","0.83%"
"05/14/2021","174.44","176.31","176.31","174.44","-1.26%"
"05/13/2021","176.66","178.39","178.39","176.66","-0.64%"
"05/12/2021","177.79","173.43","177.79","173.43","2.54%"
"05/11/2021","173.38","171.46","173.38","171.46","1.23%"
"05/10/2021","171.28","188.95","188.95","171.28","-2.11%"
"05/07/2021","174.98","182.18","182.18","174.98","-4.59%"
"05/06/2021","183.39","188.95","188.95","183.39","-3.53%"
"05/05/2021","190.11","192.86","192.86","190.11","-1.38%"
"05/04/2021","192.77","190.91","192.77","190.91","1.04%"
"05/03/2021","190.78","189.94","190.78","189.94","0.64%"
"04/30/2021","189.56","188.00","189.56","188.00","0.35%"
"04/29/2021","188.89","190.87","190.87","188.89","-1.37%"
"04/28/2021","191.51","193.89","193.89","191.51","-0.76%"
"04/27/2021","192.97","189.96","192.97","189.96","1.68%"
"04/26/2021","189.79","188.02","189.79","188.02","0.61%"
"04/23/2021","188.63","190.90","190.90","188.63","-1.52%"
"04/22/2021","191.54","194.81","194.81","191.54","-2.06%"
"04/21/2021","195.56","197.68","197.68","195.56","-0.80%"
"04/20/2021","197.13","193.77","197.13","193.77","1.27%"
"04/19/2021","194.66","198.69","198.69","194.66","-2.23%"
"04/16/2021","199.09","206.41","206.41","199.09","-3.57%"
"04/15/2021","206.47","214.26","214.26","206.47","-3.64%"
"04/14/2021","214.27","216.07","216.07","214.27","-1.19%"
"04/13/2021","216.86","219.15","219.15","216.86","-1.05%"
"04/12/2021","219.16","218.16","219.16","218.16","0.21%"
"04/09/2021","218.70","218.04","218.70","218.04","0.26%"
"04/08/2021","218.14","222.97","222.97","218.14","-1.29%"
"04/07/2021","220.98","216.98","220.98","216.98","2.16%"
"04/06/2021","216.30","220.91","220.91","216.30","-2.11%"
"04/05/2021","220.96","220.22","220.96","220.22","-0.10%"
"04/02/2021","221.19","220.02","221.19","220.02","0.18%"
"04/01/2021","220.80","221.12","221.12","220.80","-0.32%"
"03/31/2021","221.50","227.92","227.92","221.50","-2.91%"
"03/30/2021","228.15","226.01","228.15","226.01","1.37%"
"03/29/2021","225.06","219.16","225.06","219.16","3.12%"
"03/26/2021","218.24","217.16","218.24","217.16","0.79%"
"03/25/2021","216.54","209.45","216.54","209.45","4.12%"
"03/24/2021","207.98","205.48","207.98","205.48","2.40%"
"03/23/2021","203.10","196.73","203.10","196.73","3.30%"
"03/22/2021","196.62","189.24","196.62","189.24","3.44%"
"03/19/2021","190.08","196.12","196.12","190.08","-2.55%"
"03/18/2021","195.06","192.10","195.06","192.10","0.63%"
"03/17/2021","193.84","198.02","198.02","193.84","-2.10%"
"03/16/2021","198.00","199.96","199.96","198.00","-1.09%"
"03/15/2021","200.18","199.08","200.18","199.08","0.80%"
"03/12/2021","198.60","196.06","198.60","196.06","1.33%"
"03/11/2021","195.99","207.79","207.79","195.99","-6.13%"
"03/10/2021","208.78","212.63","212.63","208.78","-1.34%"
"03/09/2021","211.61","217.71","217.71","211.61","-0.32%"
"03/08/2021","212.29","193.18","212.29","193.18","9.30%"
"03/05/2021","194.22","194.23","194.23","194.22","0.27%"
"03/04/2021","193.69","191.29","193.69","191.29","1.19%"
"03/03/2021","191.41","192.17","192.17","191.41","-0.82%"
"03/02/2021","192.99","183.38","192.99","183.38","5.03%"
"03/01/2021","183.74","193.08","193.08","183.74","-5.23%"
"02/26/2021","193.87","185.57","193.87","185.57","4.79%"
"02/25/2021","185.01","170.67","185.01","170.67","8.36%"
"02/24/2021","170.73","174.57","174.57","170.73","-2.79%"
"02/23/2021","175.63","181.50","181.50","175.63","-2.91%"
"02/22/2021","180.89","162.84","180.89","162.84","11.61%"
"02/19/2021","162.07","158.88","162.07","158.88","2.05%"
"02/18/2021","158.82","157.87","158.82","157.87","0.78%"
"02/17/2021","157.59","155.98","157.59","155.98","1.45%"
"02/16/2021","155.34","152.99","155.34","152.99","1.49%"
"02/15/2021","153.06","153.00","153.06","153.00","0.17%"
"02/12/2021","152.80","152.99","152.99","152.80","-0.12%"
"02/11/2021","152.98","154.91","154.91","152.98","-1.29%"
"02/10/2021","154.98","155.91","155.91","154.98","-0.40%"
"02/09/2021","155.61","149.05","155.61","149.05","4.42%"
"02/08/2021","149.03","149.04","149.04","149.03","0.96%"
"02/05/2021","147.62","149.04","149.04","147.62","-1.03%"
"02/04/2021","149.16","152.00","152.00","149.16","-1.97%"
"02/03/2021","152.16","166.68","166.68","152.16","-3.03%"
"02/02/2021","156.92","166.68","166.68","156.92","-5.59%"
"02/01/2021","166.22","171.56","171.56","166.22","-3.17%"
"01/29/2021","171.67","170.60","171.67","170.60","0.90%"
"01/28/2021","170.14","167.74","170.14","167.74","-3.77%"
"01/27/2021","176.81","177.42","177.42","176.81","0.90%"
"01/26/2021","175.24","177.42","177.42","175.24","-0.94%"
"01/25/2021","176.90","171.55","176.90","171.55","2.89%"
"01/22/2021","171.93","168.70","171.93","168.70","1.96%"
"01/21/2021","168.63","165.79","168.63","165.79","1.74%"
"01/20/2021","165.74","167.74","167.74","165.74","-1.47%"
"01/19/2021","168.21","167.72","168.21","167.72","0.27%"
"01/18/2021","167.76","167.72","167.76","167.72","0.00%"
"01/15/2021","167.76","159.89","167.76","159.89","5.28%"
"01/14/2021","159.35","160.90","160.90","159.35","1.05%"
"01/13/2021","157.69","161.87","161.87","157.69","-2.32%"
"01/12/2021","161.44","160.90","161.44","160.90","0.67%"
"01/11/2021","160.36","155.01","160.36","155.01","3.46%"
"01/08/2021","155.00","152.06","155.00","152.06","2.15%"
"01/07/2021","151.74","148.14","151.74","148.14","3.30%"
"01/06/2021","146.89","145.18","146.89","145.18","0.33%"
"01/05/2021","146.40","142.21","146.40","142.21","3.84%"
"01/04/2021","140.98","140.98","140.98","140.98","-0.44%"
"01/01/2021","141.60","141.23","141.60","141.23","0.00%"
"12/31/2020","141.60","141.24","141.60","141.24","-0.44%"
"12/30/2020","142.23","141.24","142.23","141.24","-0.18%"
"12/29/2020","142.48","143.20","143.20","142.48","-1.12%"
"12/28/2020","144.10","144.18","144.18","144.10","-0.50%"
"12/25/2020","144.83","144.18","144.83","144.18","0.00%"
"12/24/2020","144.83","146.15","146.15","144.83","-1.40%"
"12/23/2020","146.88","149.08","149.08","146.88","-1.60%"
"12/22/2020","149.27","151.06","151.06","149.27","-0.90%"
"12/21/2020","150.62","149.10","150.62","149.10","1.25%"
"12/18/2020","148.76","147.14","148.76","147.14","1.29%"
"12/17/2020","146.86","149.09","149.09","146.86","-1.26%"
"12/16/2020","148.73","149.09","149.09","148.73","-0.34%"
"12/15/2020","149.23","153.97","153.97","149.23","-0.79%"
"12/14/2020","150.42","153.97","153.97","150.42","-2.13%"
"12/11/2020","153.70","152.98","153.70","152.98","0.15%"
"12/10/2020","153.47","165.70","165.70","153.47","-0.74%"
"12/09/2020","154.62","153.97","154.62","153.97","0.26%"
"12/08/2020","154.22","154.91","154.91","154.22","-0.08%"
"12/07/2020","154.34","165.70","165.70","154.34","1.59%"
"12/04/2020","151.93","152.96","152.96","151.93","-0.65%"
"12/03/2020","152.92","155.91","155.91","152.92","-1.80%"
"12/02/2020","155.73","155.95","155.95","155.73","-0.15%"
"12/01/2020","155.96","165.70","165.70","155.96","-5.76%"
"11/30/2020","165.49","163.70","165.49","163.70","0.99%"
"11/27/2020","163.86","165.68","165.68","163.86","-1.51%"
"11/26/2020","166.37","166.65","166.65","166.37","0.01%"
"11/25/2020","166.36","165.68","166.36","165.68","-0.43%"
"11/24/2020","167.08","171.56","171.56","167.08","-2.67%"
"11/23/2020","171.67","172.51","172.51","171.67","-0.49%"
"11/20/2020","172.51","173.48","173.48","172.51","-0.71%"
"11/19/2020","173.74","174.48","174.48","173.74","0.42%"
"11/18/2020","173.02","176.39","176.39","173.02","-1.81%"
"11/17/2020","176.21","175.45","176.21","175.45","0.44%"
"11/16/2020","175.44","180.35","180.35","175.44","-2.35%"
"11/13/2020","179.67","177.34","179.67","177.34","1.31%"
"11/12/2020","177.34","177.34","177.34","177.34","7.02%"
"11/10/2020","165.70","165.70","165.70","165.70","0.58%"
"11/09/2020","164.74","187.05","187.05","164.74","-11.88%"
"11/06/2020","186.94","191.91","191.91","186.94","-2.43%"
"11/05/2020","191.59","201.57","201.57","191.59","-5.94%"
"11/04/2020","203.68","209.50","209.50","203.68","-2.75%"
"11/03/2020","209.43","216.29","216.29","209.43","-2.82%"
"11/02/2020","215.51","215.51","215.51","215.51","0.08%"
"10/30/2020","215.33","216.12","216.12","214.40","-0.37%"
"10/29/2020","216.12","217.29","217.29","216.12","-1.00%"
"10/28/2020","218.31","210.41","218.31","210.41","3.72%"
"10/27/2020","210.48","212.35","212.35","210.48","-0.84%"
"10/26/2020","212.26","209.44","212.26","209.44","1.24%"
"10/23/2020","209.65","209.50","209.65","209.50","-2.13%"
"10/22/2020","214.22","217.28","217.28","214.22","0.72%"
"10/21/2020","212.68","215.31","215.31","212.68","-1.25%"
"10/20/2020","215.38","218.27","218.27","215.38","-0.87%"
"10/19/2020","217.28","217.28","217.28","217.28","0.08%"
"10/16/2020","217.11","221.13","221.13","217.11","-1.85%"
"10/15/2020","221.20","220.13","221.20","220.13","0.40%"
"10/14/2020","220.32","221.26","221.26","220.32","1.77%"
"10/13/2020","216.48","214.51","216.48","214.51","1.22%"
"10/12/2020","213.87","214.52","214.52","213.87","0.00%"
"10/09/2020","213.87","221.26","221.26","213.87","-3.28%"
"10/08/2020","221.13","243.45","243.45","221.13","-1.65%"
"10/07/2020","224.85","231.83","231.83","224.85","-1.75%"
"10/06/2020","228.85","231.96","231.96","228.85","-1.04%"
"10/05/2020","231.25","243.45","243.45","231.25","-5.07%"
"10/02/2020","243.61","242.47","243.61","242.47","0.03%"
"10/01/2020","243.54","245.40","245.40","243.54","-1.37%"
"09/30/2020","246.93","251.22","251.22","246.93","-1.66%"
"09/29/2020","251.11","249.29","251.11","249.29","1.61%"
"09/28/2020","247.14","249.30","249.30","247.14","-0.55%"
"09/25/2020","248.51","249.29","249.29","248.51","-1.02%"
"09/24/2020","251.06","249.30","251.06","249.30","3.48%"
"09/23/2020","242.61","194.02","242.61","194.02","4.47%"
"09/22/2020","232.23","226.86","232.23","226.86","2.16%"
"09/21/2020","227.32","198.91","227.32","198.91","12.90%"
"09/18/2020","201.34","195.97","201.34","195.97","2.18%"
"09/17/2020","197.04","194.02","197.04","194.02","0.69%"
"09/16/2020","195.69","195.97","195.97","195.69","-0.30%"
"09/15/2020","196.27","198.91","198.91","196.27","-1.35%"
"09/14/2020","198.96","199.84","199.84","198.96","-0.84%"
"09/11/2020","200.64","202.79","202.79","200.64","0.83%"
"09/10/2020","198.98","205.79","205.79","198.98","-3.14%"
"09/09/2020","205.43","210.58","210.58","205.43","-2.43%"
"09/08/2020","210.54","205.79","210.54","205.79","2.73%"
"09/07/2020","204.94","205.79","205.79","204.94","0.00%"
"09/04/2020","204.94","210.49","210.49","204.94","2.50%"
"09/03/2020","199.94","225.20","225.20","199.94","3.25%"
"09/02/2020","193.64","210.49","210.49","193.64","-3.55%"
"09/01/2020","200.77","210.49","210.49","200.77","-5.30%"
"08/31/2020","212.01","210.49","212.01","210.49","0.17%"
"08/28/2020","211.64","219.38","219.38","211.64","-3.93%"
"08/27/2020","220.29","222.30","222.30","220.29","-0.86%"
"08/26/2020","222.19","212.54","222.19","212.54","4.37%"
"08/25/2020","212.88","214.47","214.47","212.88","-1.47%"
"08/24/2020","216.06","222.27","222.27","216.06","-2.98%"
"08/21/2020","222.69","225.20","225.20","222.69","-3.88%"
"08/20/2020","231.67","225.20","231.67","225.20","3.37%"
"08/19/2020","224.12","222.22","224.12","222.22","0.75%"
"08/18/2020","222.45","228.07","228.07","222.45","-2.43%"
"08/17/2020","227.99","225.19","227.99","225.19","1.45%"
"08/14/2020","224.74","212.54","224.74","212.54","2.89%"
"08/13/2020","218.42","212.54","218.42","212.54","5.48%"
"08/12/2020","207.07","205.71","207.07","205.71","1.06%"
"08/11/2020","204.89","207.64","207.64","204.89","-1.86%"
"08/10/2020","208.77","212.57","212.57","208.77","-2.13%"
"08/07/2020","213.32","212.52","213.32","212.52","-0.02%"
"08/06/2020","213.36","218.34","218.34","213.36","-1.34%"
"08/05/2020","216.25","218.34","218.34","216.25","-1.20%"
"08/04/2020","218.87","215.45","218.87","215.45","1.72%"
"08/03/2020","215.17","215.22","215.39","215.17","-0.02%"
"07/31/2020","215.22","215.22","215.22","215.22","-1.80%"
"07/30/2020","219.16","215.35","219.16","215.35","1.36%"
"07/29/2020","216.21","220.23","220.23","216.21","-2.28%"
"07/28/2020","221.25","217.36","221.25","217.36","0.18%"
"07/27/2020","220.85","225.15","225.15","220.85","-1.93%"
"07/24/2020","225.20","222.20","225.20","222.20","4.18%"
"07/23/2020","216.17","199.72","216.17","199.72","7.54%"
"07/22/2020","201.01","209.44","209.44","201.01","-3.83%"
"07/21/2020","209.02","219.22","219.22","209.02","-5.54%"
"07/20/2020","221.29","228.99","228.99","221.29","-3.14%"
"07/17/2020","228.46","238.73","238.73","228.46","-3.86%"
"07/16/2020","237.63","234.82","237.63","234.82","1.18%"
"07/15/2020","234.85","236.79","236.79","234.85","-0.96%"
"07/14/2020","237.13","238.70","238.70","237.13","0.93%"
"07/13/2020","234.94","238.77","238.77","234.94","-1.41%"
"07/10/2020","238.30","217.13","238.30","217.13","1.22%"
"07/09/2020","235.42","261.01","261.01","235.42","1.70%"
"07/08/2020","231.49","231.83","231.83","231.49","2.17%"
"07/07/2020","226.57","223.07","226.57","223.07","2.04%"
"07/06/2020","222.03","261.01","261.01","222.03","-0.96%"
"07/03/2020","224.18","246.39","246.39","224.18","-0.35%"
"07/02/2020","224.97","234.79","234.79","224.97","-4.18%"
"07/01/2020","234.78","248.42","248.42","234.78","-6.60%"
"06/30/2020","251.36","260.05","260.05","251.36","-3.34%"
"06/29/2020","260.05","262.94","262.94","260.05","-1.10%"
"06/26/2020","262.94","262.94","262.94","262.94","2.64%"
"06/25/2020","256.18","261.04","261.04","256.18","-0.76%"
"06/24/2020","258.13","246.39","258.13","246.39","4.77%"
"06/23/2020","246.38","254.15","254.15","246.38","-4.91%"
"06/22/2020","259.09","259.07","259.09","259.07","0.01%"
"06/19/2020","259.07","263.93","263.93","259.07","-0.61%"
"06/18/2020","260.66","254.15","260.66","254.15","2.63%"
"06/17/2020","253.98","243.93","253.98","243.93","4.12%"
"06/16/2020","243.93","202.67","243.93","202.67","-5.49%"
"06/15/2020","258.09","261.01","261.01","258.09","-1.11%"
"06/12/2020","260.99","270.71","270.71","260.99","-3.58%"
"06/11/2020","270.69","221.98","270.69","221.98","22.32%"
"06/10/2020","221.30","217.13","221.30","217.13","1.92%"
"06/09/2020","217.14","205.48","217.14","205.48","5.67%"
"06/08/2020","205.49","202.67","205.49","202.67","1.38%"
"06/05/2020","202.70","223.91","241.32","202.70","-9.74%"
"06/04/2020","224.57","223.90","223.90","223.90","0.30%"
"06/03/2020","223.91","241.32","241.32","223.91","-7.21%"
"06/02/2020","241.32","270.36","270.36","241.32","-10.73%"
"06/01/2020","270.34","279.82","279.82","270.34","-5.07%"
"05/29/2020","284.79","265.59","284.79","265.59","7.23%"
"05/28/2020","265.58","265.59","265.59","265.58","0.00%"
"05/27/2020","265.58","270.43","270.43","265.58","-1.80%"
"05/26/2020","270.45","304.02","304.02","270.45","-11.04%"
"05/25/2020","304.02","304.01","304.02","304.01","0.00%"
"05/22/2020","304.01","294.30","304.01","294.30","3.30%"
"05/21/2020","294.30","308.87","308.87","294.30","-4.71%"
"05/20/2020","308.86","323.26","323.26","308.86","-4.46%"
"05/19/2020","323.27","318.72","323.27","318.72","1.45%"
"05/18/2020","318.65","337.88","337.88","318.65","-5.69%"
"05/15/2020","337.89","337.77","337.89","337.77","0.03%"
"05/14/2020","337.79","338.17","338.17","337.79","-0.11%"
"05/13/2020","338.16","323.47","338.16","323.47","4.53%"
"05/12/2020","323.49","323.47","323.49","323.47","4.66%"
"05/11/2020","309.10","318.38","318.38","309.10","0.02%"
"05/08/2020","309.05","318.38","318.38","309.05","-2.91%"
"05/07/2020","318.32","323.47","323.47","318.32","-1.59%"
"05/06/2020","323.45","308.97","323.45","308.97","4.70%"
"05/05/2020","308.93","289.20","308.93","289.20","-1.44%"
"05/04/2020","313.44","289.20","313.44","289.20","-0.01%"
"05/01/2020","313.47","313.36","313.47","313.36","4.87%"
"04/30/2020","298.91","313.36","313.36","298.91","-4.60%"
"04/29/2020","313.32","366.65","366.65","313.32","-9.70%"
"04/28/2020","346.99","366.65","366.65","346.99","-5.36%"
"04/27/2020","366.65","361.68","366.65","361.68","1.39%"
"04/24/2020","361.62","323.11","361.62","323.11","11.92%"
"04/23/2020","323.12","318.37","323.12","318.37","3.13%"
"04/22/2020","313.31","289.20","313.31","289.20","0.01%"
"04/21/2020","313.29","289.20","313.29","289.20","8.32%"
"04/20/2020","289.23","284.48","289.23","284.48","1.68%"
"04/17/2020","284.44","289.14","289.14","284.44","-3.30%"
"04/16/2020","294.16","289.14","294.16","289.14","1.74%"
"04/15/2020","289.13","264.87","289.13","264.87","9.05%"
"04/14/2020","265.13","293.96","293.96","265.13","0.02%"
"04/13/2020","265.09","255.18","265.09","255.18","3.88%"
"04/10/2020","255.18","226.04","255.18","226.04","0.00%"
"04/09/2020","255.18","293.96","293.96","255.18","-18.60%"
"04/08/2020","313.47","313.47","313.47","313.47","-0.02%"
"04/07/2020","313.52","332.89","332.89","313.52","-5.82%"
"04/06/2020","332.88","347.24","347.24","332.88","-4.10%"
"04/03/2020","347.10","327.84","347.10","327.84","5.87%"
"04/02/2020","327.84","226.04","327.84","226.04","0.02%"
"04/01/2020","327.79","264.87","327.79","264.87","23.76%"
"03/31/2020","264.85","226.04","264.85","226.04","-0.01%"
"03/30/2020","264.87","226.04","264.87","226.04","1.95%"
"03/27/2020","259.81","226.04","259.81","226.04","14.94%"
"03/26/2020","226.04","298.41","298.41","226.04","2.19%"
"03/25/2020","221.19","298.41","298.41","221.19","-25.88%"
"03/24/2020","298.41","360.56","360.56","298.41","-17.24%"
"03/23/2020","360.56","327.36","360.56","327.36","5.88%"
"03/20/2020","340.53","327.36","340.53","327.36","-0.59%"
"03/19/2020","342.55","376.53","376.53","342.55","-9.02%"
"03/18/2020","376.53","300.18","376.53","300.18","25.43%"
"03/17/2020","300.18","318.42","318.42","300.18","-3.76%"
"03/16/2020","311.92","251.05","311.92","251.05","25.31%"
"03/13/2020","248.92","289.58","289.58","248.92","-14.20%"
"03/12/2020","290.10","222.14","290.10","222.14","30.61%"
"03/11/2020","222.12","173.65","222.12","173.65","27.91%"
"03/10/2020","173.65","173.65","173.65","173.65","22.17%"
"03/09/2020","142.14","142.14","142.14","142.14","-0.01%"
"03/06/2020","142.15","132.36","142.15","132.36","7.40%"
"03/05/2020","132.35","110.80","132.35","110.80","19.78%"
"03/04/2020","110.49","120.54","120.54","110.49","-8.34%"
"03/03/2020","120.54","124.60","124.60","120.54","-3.76%"
"03/02/2020","125.25","133.29","133.29","125.25","-6.99%"
"02/28/2020","134.66","127.47","134.66","127.47","7.81%"
"02/27/2020","124.91","112.80","124.91","112.80","12.78%"
"02/26/2020","110.76","107.88","110.76","107.88","3.56%"
"02/25/2020","106.95","99.01","106.95","99.01","7.53%"
"02/24/2020","99.46","93.11","99.46","93.11","6.99%"
"02/21/2020","92.96","92.12","92.96","92.12","0.48%"
"02/20/2020","92.52","92.11","92.52","92.11","0.50%"
"02/19/2020","92.06","92.12","92.12","92.06","-0.49%"
"02/18/2020","92.51","93.10","93.10","92.51","-0.80%"
"02/17/2020","93.26","93.10","93.26","93.10","0.00%"
"02/14/2020","93.26","97.03","97.03","93.26","-3.88%"
"02/13/2020","97.02","97.03","97.03","97.02","0.13%"
"02/12/2020","96.89","98.02","98.02","96.89","-1.11%"
"02/11/2020","97.98","100.00","100.00","97.98","-2.11%"
"02/10/2020","100.09","100.98","100.98","100.09","-0.25%"
"02/07/2020","100.34","100.34","100.34","100.34","4.12%"
"02/06/2020","96.37","96.05","96.37","96.05","0.32%"
"02/05/2020","96.06","99.01","99.01","96.06","-2.69%"
"02/04/2020","98.72","102.95","102.95","98.72","-3.85%"
"02/03/2020","102.67","104.91","104.91","102.67","-1.81%"
"01/31/2020","104.56","100.00","104.56","100.00","4.02%"
"01/30/2020","100.52","96.06","100.52","96.06","4.51%"
"01/29/2020","96.18","99.01","99.01","96.18","-3.03%"
"01/28/2020","99.19","106.87","106.87","99.19","-6.84%"
"01/27/2020","106.47","101.96","106.47","101.96","4.48%"
"01/24/2020","101.90","99.50","101.90","99.50","2.41%"
"01/23/2020","99.50","98.03","99.50","98.03","1.51%"
"01/22/2020","98.02","99.01","99.01","98.02","-0.61%"
"01/21/2020","98.62","98.03","98.62","98.03","0.76%"
"01/20/2020","97.88","98.03","98.03","97.88","0.00%"
"01/17/2020","97.88","97.04","97.88","97.04","0.79%"
"01/16/2020","97.11","100.00","100.00","97.11","-3.08%"
"01/15/2020","100.20","100.00","100.20","100.00","-0.87%"
"01/14/2020","101.08","100.00","101.08","100.00","1.10%"
"01/13/2020","99.98","99.01","99.98","99.01","1.18%"
"01/10/2020","98.81","97.04","98.81","97.04","1.75%"
"01/09/2020","97.11","97.04","97.11","97.04","-0.24%"
"01/08/2020","97.34","99.01","99.01","97.34","-1.36%"
"01/07/2020","98.68","98.03","98.68","98.03","0.26%"
"01/06/2020","98.42","99.01","99.01","98.42","-0.97%"
"01/03/2020","99.38","97.54","99.38","97.54","1.98%"
"01/02/2020","97.45","99.01","99.11","97.45","-1.67%"
"01/01/2020","99.11","99.01","99.11","99.01","0.00%"
"12/31/2019","99.11","99.01","99.11","99.01","-0.41%"
"12/30/2019","99.52","100.00","100.00","99.52","-0.45%"
"12/27/2019","99.97","101.96","101.96","99.97","-2.00%"
"12/26/2019","102.01","103.93","103.93","102.01","-1.34%"
"12/25/2019","103.40","103.93","103.93","103.40","0.00%"
"12/24/2019","103.40","103.93","103.93","103.40","-0.11%"
"12/23/2019","103.51","103.93","103.93","103.51","-0.07%"
"12/20/2019","103.58","103.93","103.93","103.58","0.41%"
"12/19/2019","103.16","99.01","103.16","99.01","4.60%"
"12/18/2019","98.62","97.05","98.62","97.05","1.88%"
