"Date","Price","Open","High","Low","Change %"
"10/21/2016","255.50","255.77","255.77","255.50","-0.39%"
"10/20/2016","256.49","256.61","256.61","256.49","-0.35%"
"10/19/2016","257.39","259.42","259.42","257.39","-1.27%"
"10/18/2016","260.71","263.24","263.24","260.71","-1.26%"
"10/17/2016","264.04","262.35","264.04","262.35","0.35%"
"10/14/2016","263.11","256.46","263.11","256.46","2.07%"
"10/13/2016","257.77","258.46","258.46","257.77","-0.38%"
"10/12/2016","258.75","263.29","263.29","258.75","-2.01%"
"10/11/2016","264.07","264.19","264.19","264.07","-0.34%"
"10/10/2016","264.96","264.04","264.96","264.04","0.03%"
"10/07/2016","264.89","264.17","264.89","264.17","-0.02%"
"10/06/2016","264.95","267.96","267.96","264.95","-1.42%"
"10/05/2016","268.77","270.86","270.86","268.77","-1.06%"
"10/04/2016","271.65","259.33","271.65","259.33","4.44%"
"10/03/2016","260.09","265.89","265.89","260.09","-2.18%"
"09/30/2016","265.89","265.89","265.89","265.89","-1.56%"
"09/29/2016","270.11","260.19","270.11","260.19","3.48%"
"09/28/2016","261.02","264.93","264.93","261.02","-1.62%"
"09/27/2016","265.32","274.36","274.36","265.32","-2.12%"
"09/26/2016","271.08","267.82","271.08","267.82","1.05%"
"09/23/2016","268.26","261.13","268.26","261.13","2.38%"
"09/22/2016","262.03","263.98","263.98","262.03","-1.03%"
"09/21/2016","264.75","278.22","278.22","264.75","-5.13%"
"09/20/2016","279.06","260.98","279.06","260.98","6.63%"
"09/19/2016","261.72","267.72","267.72","261.72","-2.51%"
"09/16/2016","268.47","265.59","268.47","265.59","0.95%"
"09/15/2016","265.95","271.31","271.31","265.95","-2.14%"
"09/14/2016","271.76","265.73","271.76","265.73","1.97%"
"09/13/2016","266.51","247.55","266.51","247.55","7.20%"
"09/12/2016","248.62","251.49","251.49","248.62","-1.36%"
"09/09/2016","252.05","239.98","252.05","239.98","4.82%"
"09/08/2016","240.45","240.45","240.45","240.45","0.84%"
"09/07/2016","238.45","244.47","244.47","238.45","-4.06%"
"09/06/2016","248.55","251.42","251.42","248.55","-1.39%"
"09/05/2016","252.05","251.42","252.05","251.42","0.00%"
"09/02/2016","252.05","252.05","252.05","252.05","-1.47%"
"09/01/2016","255.82","255.20","255.82","255.20","0.15%"
"08/31/2016","255.44","253.29","255.44","253.29","0.57%"
"08/30/2016","253.98","250.83","253.98","250.83","0.87%"
"08/29/2016","251.80","253.26","253.26","251.80","-1.04%"
"08/26/2016","254.44","256.21","256.21","254.44","-0.96%"
"08/25/2016","256.90","255.19","256.90","255.19","0.38%"
"08/24/2016","255.93","250.35","255.93","250.35","1.92%"
"08/23/2016","251.10","251.29","251.29","251.10","-0.19%"
"08/22/2016","251.57","248.14","251.57","248.14","1.22%"
"08/19/2016","248.55","245.49","248.55","245.49","0.93%"
"08/18/2016","246.26","247.49","247.49","246.26","-0.78%"
"08/17/2016","248.20","248.47","248.47","248.20","-0.76%"
"08/16/2016","250.10","247.38","250.10","247.38","0.81%"
"08/15/2016","248.10","250.93","250.93","248.10","-1.67%"
"08/12/2016","252.31","252.11","252.31","252.11","-0.23%"
"08/11/2016","252.90","255.78","255.78","252.90","-1.47%"
"08/10/2016","256.68","258.70","258.70","256.68","-1.30%"
"08/09/2016","260.06","263.51","263.51","260.06","-1.63%"
"08/08/2016","264.37","261.78","264.37","261.78","0.54%"
"08/05/2016","262.96","269.92","269.92","262.96","-2.77%"
"08/04/2016","270.45","276.82","276.82","270.45","-2.45%"
"08/03/2016","277.23","286.40","286.40","277.23","-3.17%"
"08/02/2016","286.32","286.51","286.51","286.32","-0.36%"
"08/01/2016","287.35","282.37","287.35","282.37","1.40%"
"07/29/2016","283.39","285.28","285.28","283.39","-2.03%"
"07/28/2016","289.25","285.28","289.25","285.28","1.21%"
"07/27/2016","285.79","286.34","286.34","285.79","-0.69%"
"07/26/2016","287.77","277.94","287.77","277.94","0.46%"
"07/25/2016","286.44","277.94","286.44","277.94","2.55%"
"07/22/2016","279.33","281.70","282.74","279.33","-1.53%"
"07/21/2016","283.67","281.70","283.67","281.70","1.54%"
"07/20/2016","279.38","281.70","281.70","279.38","-1.13%"
"07/19/2016","282.58","282.58","282.58","282.58","-0.36%"
"07/18/2016","283.60","283.60","283.60","283.60","-2.51%"
"07/15/2016","290.89","290.89","290.89","290.89","1.57%"
"07/14/2016","286.40","287.72","287.72","286.40","-0.46%"
"07/13/2016","287.72","287.72","287.72","287.72","-0.53%"
"07/12/2016","289.25","289.25","289.25","289.25","-2.91%"
"07/11/2016","297.92","297.92","297.92","297.92","-0.79%"
"07/08/2016","300.28","300.28","300.28","300.28","-4.70%"
"07/07/2016","315.08","315.08","315.08","315.08","1.56%"
"07/06/2016","310.23","310.23","310.23","310.23","-1.03%"
"07/05/2016","313.46","313.46","313.46","313.46","3.13%"
"07/04/2016","303.96","303.96","303.96","303.96","-5.22%"
"07/01/2016","320.69","320.69","320.69","320.69","4.73%"
"06/30/2016","306.21","306.21","306.21","306.21","-1.09%"
"06/29/2016","309.57","309.57","309.57","309.57","-3.96%"
"06/28/2016","322.35","322.35","322.35","322.35","-4.44%"
"06/27/2016","337.32","337.32","337.32","337.32","0.71%"
"06/24/2016","334.93","334.93","334.93","334.93","5.67%"
"06/23/2016","316.95","316.95","316.95","316.95","-0.72%"
"06/22/2016","319.24","319.24","319.24","319.24","-0.14%"
"06/21/2016","319.68","319.68","319.68","319.68","-0.93%"
"06/20/2016","322.67","322.67","322.67","322.67","-2.40%"
"06/17/2016","330.62","330.62","330.62","330.62","-2.91%"
"06/16/2016","340.53","340.53","340.53","340.53","-1.11%"
"06/15/2016","344.34","344.34","344.34","344.34","-1.38%"
"06/14/2016","349.16","349.16","349.16","349.16","1.22%"
"06/13/2016","344.95","344.95","344.95","344.95","2.10%"
"06/10/2016","337.87","317.81","337.87","317.81","3.65%"
"06/09/2016","325.96","317.81","325.96","317.81","2.56%"
"06/08/2016","317.81","320.10","320.10","317.81","-0.76%"
"06/07/2016","320.25","328.38","328.38","320.25","-0.01%"
"06/06/2016","320.29","328.38","328.38","320.29","-2.46%"
"06/03/2016","328.38","341.55","341.55","328.38","-3.98%"
"06/02/2016","342.00","350.14","350.14","342.00","-2.32%"
"06/01/2016","350.14","354.80","354.80","350.14","-1.31%"
"05/31/2016","354.80","341.56","354.80","341.56","3.90%"
"05/30/2016","341.47","341.56","341.56","341.47","-0.03%"
"05/27/2016","341.56","340.97","341.56","340.97","0.17%"
"05/26/2016","340.97","340.68","340.97","340.68","0.09%"
"05/25/2016","340.68","345.61","345.61","340.68","-1.43%"
"05/24/2016","345.61","352.77","352.77","345.61","-2.03%"
"05/23/2016","352.77","344.94","352.77","344.94","4.14%"
"05/20/2016","338.74","344.94","344.94","338.74","-2.76%"
"05/19/2016","348.34","339.08","348.34","339.08","2.73%"
"05/18/2016","339.08","319.78","339.08","319.78","4.34%"
"05/17/2016","324.99","319.78","324.99","319.78","1.63%"
"05/16/2016","319.78","320.66","320.66","319.78","-0.27%"
"05/13/2016","320.66","316.82","320.66","316.82","1.21%"
"05/12/2016","316.82","315.30","316.82","315.30","0.48%"
"05/11/2016","315.30","326.21","326.21","315.30","-3.34%"
"05/10/2016","326.21","338.96","338.96","326.21","-3.76%"
"05/09/2016","338.96","330.62","338.96","330.62","2.52%"
"05/06/2016","330.62","337.79","337.79","330.62","-2.12%"
"05/05/2016","337.79","334.86","337.79","334.86","0.87%"
"05/04/2016","334.86","335.64","335.64","334.86","-0.23%"
"05/03/2016","335.64","327.40","335.64","327.40","2.52%"
"05/02/2016","327.40","330.82","330.82","327.40","-1.03%"
"04/29/2016","330.82","325.63","330.82","325.63","1.24%"
"04/28/2016","326.77","325.63","326.77","325.63","0.35%"
"04/27/2016","325.63","337.66","337.66","325.63","-3.56%"
"04/26/2016","337.66","351.04","351.04","337.66","-3.81%"
"04/25/2016","351.04","349.49","351.04","349.49","0.44%"
"04/22/2016","349.49","343.06","349.49","343.06","1.87%"
"04/21/2016","343.06","326.21","343.06","326.21","5.17%"
"04/20/2016","326.21","328.73","328.73","326.21","-0.77%"
"04/19/2016","328.73","332.00","332.00","328.73","-0.98%"
"04/18/2016","332.00","336.21","336.21","332.00","-1.25%"
"04/15/2016","336.21","332.39","336.21","332.39","2.76%"
"04/14/2016","327.19","332.39","332.39","327.19","-1.56%"
"04/13/2016","332.39","345.05","345.05","332.39","-3.67%"
"04/12/2016","345.05","360.95","360.95","345.05","-4.41%"
"04/11/2016","360.95","389.07","389.07","360.95","-3.50%"
"04/08/2016","374.03","389.07","389.07","374.03","-3.87%"
"04/07/2016","389.07","372.40","389.07","372.40","4.48%"
"04/06/2016","372.40","375.85","375.85","372.40","-0.92%"
"04/05/2016","375.85","365.54","375.85","365.54","5.56%"
"04/04/2016","356.04","351.57","356.04","351.57","1.27%"
"04/01/2016","351.57","357.01","357.01","351.57","-1.52%"
"03/31/2016","357.01","345.98","357.01","345.98","3.19%"
"03/30/2016","345.98","355.29","355.29","345.98","-2.62%"
"03/29/2016","355.29","368.99","368.99","355.29","-3.71%"
"03/28/2016","368.99","382.36","382.36","368.99","-3.50%"
"03/25/2016","382.36","382.46","382.46","382.36","-0.03%"
"03/24/2016","382.46","382.26","382.46","382.26","0.05%"
"03/23/2016","382.26","352.40","382.26","352.40","8.47%"
"03/22/2016","352.40","360.60","360.60","352.40","-2.27%"
"03/21/2016","360.60","351.13","360.60","351.13","2.69%"
"03/18/2016","351.14","369.28","369.28","351.14","-4.91%"
"03/17/2016","369.28","402.70","402.70","369.28","-8.30%"
"03/16/2016","402.70","416.93","416.93","402.70","-3.41%"
"03/15/2016","416.93","384.09","416.93","384.09","8.55%"
"03/14/2016","384.09","375.27","384.09","375.27","2.09%"
"03/11/2016","376.23","381.43","381.43","376.23","-1.36%"
"03/10/2016","381.43","388.46","388.46","381.43","-1.81%"
"03/09/2016","388.46","398.83","398.83","388.46","-2.60%"
"03/08/2016","398.83","399.05","399.05","398.83","-0.06%"
"03/07/2016","399.05","395.75","399.05","395.75","0.83%"
"03/04/2016","395.75","409.90","409.90","395.75","-3.45%"
"03/03/2016","409.90","433.43","433.43","409.90","-5.43%"
"03/02/2016","433.43","431.66","433.43","431.66","0.52%"
"03/01/2016","431.17","445.80","445.80","431.17","-3.28%"
"02/29/2016","445.80","446.30","446.30","445.80","-0.11%"
"02/26/2016","446.30","436.22","446.30","436.22","2.31%"
"02/25/2016","436.22","435.07","436.22","435.07","0.26%"
"02/24/2016","435.07","450.63","450.63","435.07","-3.45%"
"02/23/2016","450.63","446.56","450.63","446.56","0.91%"
"02/22/2016","446.56","457.59","457.59","446.56","-2.41%"
"02/19/2016","457.59","468.47","468.47","457.59","-2.32%"
"02/18/2016","468.47","465.00","468.47","465.00","0.75%"
"02/17/2016","465.00","472.09","472.09","465.00","-1.50%"
"02/16/2016","472.09","481.76","481.76","472.09","-2.02%"
"02/15/2016","481.82","482.03","482.03","481.82","-0.04%"
"02/12/2016","482.03","495.45","495.45","482.03","-2.71%"
"02/11/2016","495.45","479.35","495.45","479.35","3.36%"
"02/10/2016","479.35","470.83","479.35","470.83","1.81%"
"02/09/2016","470.83","467.16","470.83","467.16","0.79%"
"02/08/2016","467.16","456.84","467.16","456.84","2.26%"
"02/05/2016","456.84","455.86","456.84","455.86","0.21%"
"02/04/2016","455.86","460.85","460.85","455.86","-1.07%"
"02/03/2016","460.79","478.91","478.91","460.79","-3.78%"
"02/02/2016","478.91","462.63","478.91","462.63","3.28%"
"02/01/2016","463.69","462.63","463.69","462.63","0.23%"
"01/29/2016","462.63","459.67","462.63","459.67","0.64%"
"01/28/2016","459.67","464.08","464.08","459.67","-0.95%"
"01/27/2016","464.08","467.49","467.49","464.08","-0.73%"
"01/26/2016","467.49","485.31","485.31","467.49","-3.67%"
"01/25/2016","485.31","468.80","485.31","468.80","3.52%"
"01/22/2016","468.80","487.71","487.71","468.80","-3.69%"
"01/21/2016","486.75","489.48","489.48","486.75","-0.56%"
"01/20/2016","489.48","488.90","489.48","488.90","0.12%"
"01/19/2016","488.90","492.07","492.07","488.90","-0.64%"
"01/18/2016","492.06","491.73","492.06","491.73","0.07%"
"01/15/2016","491.73","473.49","491.73","473.49","3.85%"
"01/14/2016","473.49","489.56","489.56","473.49","-3.28%"
"01/13/2016","489.56","477.00","489.56","477.00","2.63%"
"01/12/2016","477.00","477.00","477.00","477.00","0.00%"
"01/11/2016","477.00","480.80","480.80","477.00","-0.79%"
"01/08/2016","480.80","474.99","480.80","474.99","1.22%"
"01/07/2016","474.99","487.35","487.35","474.99","1.24%"
"01/06/2016","469.15","487.35","487.35","469.15","-0.80%"
"01/05/2016","472.94","488.99","488.99","472.94","-4.72%"
"01/04/2016","496.35","488.99","496.35","488.99","1.51%"
"01/01/2016","488.99","488.99","488.99","488.99","0.00%"
"12/31/2015","488.99","487.34","488.99","487.34","1.33%"
"12/30/2015","482.57","481.20","482.57","481.20","0.01%"
"12/29/2015","482.52","481.20","482.52","481.20","0.27%"
"12/28/2015","481.20","482.58","482.58","481.20","-0.28%"
"12/25/2015","482.57","482.56","482.57","482.56","0.00%"
"12/24/2015","482.56","482.61","482.61","482.56","0.01%"
"12/23/2015","482.52","504.92","504.92","482.52","-4.44%"
"12/22/2015","504.92","490.28","504.92","490.28","-0.17%"
"12/21/2015","505.76","490.28","505.76","490.28","3.16%"
"12/18/2015","490.28","470.10","490.28","470.10","4.29%"
"12/17/2015","470.10","466.96","470.10","466.96","0.67%"
"12/16/2015","466.96","444.29","466.96","444.29","5.10%"
"12/15/2015","444.29","462.28","462.28","444.29","-3.89%"
"12/14/2015","462.28","485.73","485.73","462.28","-4.83%"
"12/11/2015","485.73","471.28","485.73","471.28","3.07%"
"12/10/2015","471.28","442.80","471.28","442.80","6.43%"
"12/09/2015","442.80","435.14","442.80","435.14","-2.28%"
"12/08/2015","453.11","435.14","453.11","435.14","1.62%"
"12/07/2015","445.87","435.14","445.87","435.14","2.47%"
"12/04/2015","435.12","442.04","442.04","435.12","-1.57%"
"12/03/2015","442.07","441.91","442.07","441.91","0.04%"
"12/02/2015","441.88","436.37","441.88","436.37","1.26%"
"12/01/2015","436.37","438.59","438.59","436.37","-0.51%"
"11/30/2015","438.60","415.31","438.60","415.31","5.58%"
"11/27/2015","415.42","415.36","415.42","415.36","0.00%"
"11/26/2015","415.41","392.38","415.41","392.38","0.00%"
"11/25/2015","415.39","392.38","415.39","392.38","5.87%"
"11/24/2015","392.37","388.67","392.37","388.67","-1.63%"
"11/23/2015","398.88","388.67","398.88","388.67","2.64%"
"11/20/2015","388.62","387.97","388.62","387.97","0.17%"
"11/19/2015","387.95","400.45","400.45","387.95","-3.62%"
"11/18/2015","402.51","410.26","410.26","402.51","-1.92%"
"11/17/2015","410.37","412.11","412.11","410.37","-0.41%"
"11/16/2015","412.05","410.36","412.05","410.36","-3.50%"
"11/13/2015","426.99","410.36","426.99","410.36","2.32%"
"11/12/2015","417.32","402.55","417.32","402.55","3.69%"
"11/11/2015","402.48","414.44","414.44","402.48","0.26%"
"11/10/2015","401.45","414.44","414.44","401.45","-3.73%"
"11/09/2015","417.01","393.84","417.01","393.84","3.88%"
"11/06/2015","401.45","393.84","401.45","393.84","1.93%"
"11/05/2015","393.85","385.72","393.85","385.72","2.11%"
"11/04/2015","385.72","411.31","411.31","385.72","-5.73%"
"11/03/2015","409.15","411.31","411.31","409.15","-1.32%"
"11/02/2015","414.61","429.67","429.67","414.61","-3.51%"
"10/30/2015","429.67","435.87","435.87","429.67","-1.42%"
"10/29/2015","435.87","439.15","439.15","435.87","-0.75%"
"10/28/2015","439.15","435.78","439.15","435.78","0.77%"
"10/27/2015","435.78","442.23","442.23","435.78","-1.46%"
"10/26/2015","442.23","445.24","445.24","442.23","-0.68%"
"10/23/2015","445.24","452.98","452.98","445.24","-1.81%"
"10/22/2015","453.46","469.33","469.33","453.46","-3.38%"
"10/21/2015","469.33","475.62","475.62","469.33","0.43%"
"10/20/2015","467.32","445.12","467.32","445.12","3.63%"
"10/19/2015","450.93","437.80","450.93","437.80","3.57%"
"10/16/2015","435.37","418.99","435.37","418.99","3.91%"
"10/15/2015","418.99","441.58","441.58","418.99","-5.12%"
"10/14/2015","441.58","441.85","441.85","441.58","-0.06%"
"10/13/2015","441.85","410.80","441.85","410.80","7.56%"
"10/12/2015","410.79","413.10","413.10","410.79","-0.01%"
"10/09/2015","410.84","413.10","413.10","410.84","-0.36%"
"10/08/2015","412.31","401.87","442.22","401.87","-6.76%"
"10/07/2015","442.19","401.87","442.19","401.87","10.03%"
"10/06/2015","401.87","495.38","495.38","401.87","-17.90%"
"10/05/2015","489.52","495.38","495.38","489.52","-6.11%"
"10/02/2015","521.36","521.30","521.36","521.30","0.00%"
"10/01/2015","521.36","521.30","521.36","521.30","10.78%"
"09/30/2015","470.63","521.30","521.30","470.63","-9.73%"
"09/29/2015","521.36","533.73","533.73","521.36","3.40%"
"09/28/2015","504.22","489.51","504.22","489.51","3.01%"
"09/25/2015","489.51","467.81","489.51","467.81","4.64%"
"09/24/2015","467.81","474.91","474.91","467.81","-1.50%"
"09/23/2015","474.91","455.55","474.91","455.55","4.25%"
"09/22/2015","455.55","419.15","455.55","419.15","8.68%"
"09/21/2015","419.15","390.34","419.15","390.34","7.38%"
"09/18/2015","390.34","373.48","390.34","373.48","4.51%"
"09/17/2015","373.48","367.58","373.48","367.58","1.61%"
"09/16/2015","367.56","374.69","374.69","367.56","-2.12%"
"09/15/2015","375.52","377.34","377.34","375.52","-0.48%"
"09/14/2015","377.34","388.26","388.26","377.34","-3.96%"
"09/11/2015","392.88","383.98","392.88","383.98","2.32%"
"09/10/2015","383.98","365.87","383.98","365.87","4.92%"
"09/09/2015","365.97","368.20","368.20","365.97","-0.41%"
"09/08/2015","367.47","375.05","375.13","367.47","-2.06%"
"09/07/2015","375.19","375.05","375.19","375.05","0.02%"
"09/04/2015","375.12","362.83","375.12","362.83","3.38%"
"09/03/2015","362.84","372.27","372.27","362.84","-2.53%"
"09/02/2015","372.27","361.69","372.27","361.69","2.92%"
"09/01/2015","361.72","344.42","361.72","344.42","5.08%"
"08/31/2015","344.24","327.16","344.24","327.16","5.25%"
"08/28/2015","327.07","320.71","327.07","320.71","1.97%"
"08/27/2015","320.76","340.72","340.72","320.76","-5.84%"
"08/26/2015","340.67","345.19","345.19","340.67","-1.29%"
"08/25/2015","345.12","352.90","352.90","345.12","-2.22%"
"08/24/2015","352.97","336.71","352.97","336.71","4.82%"
"08/21/2015","336.74","321.80","336.74","321.80","4.80%"
"08/20/2015","321.32","317.47","321.32","317.47","1.16%"
"08/19/2015","317.65","306.87","317.65","306.87","4.90%"
"08/18/2015","302.81","301.86","302.81","301.86","0.31%"
"08/17/2015","301.88","300.59","301.88","300.59","0.44%"
"08/14/2015","300.57","305.06","305.06","300.57","-1.46%"
"08/13/2015","305.01","298.85","305.01","298.85","2.10%"
"08/12/2015","298.75","303.59","303.59","298.75","-4.50%"
"08/11/2015","312.82","313.30","313.30","312.82","-0.15%"
"08/10/2015","313.28","327.90","327.90","313.28","-4.46%"
"08/07/2015","327.90","325.76","327.90","325.76","0.67%"
"08/06/2015","325.73","301.31","325.73","301.31","8.10%"
"08/05/2015","301.32","299.43","301.32","299.43","0.68%"
"08/04/2015","299.29","297.20","299.29","297.20","0.94%"
"08/03/2015","296.49","282.26","296.49","282.26","2.64%"
"07/31/2015","288.87","282.26","288.87","282.26","2.33%"
"07/30/2015","282.28","277.76","282.28","277.76","2.25%"
"07/29/2015","276.08","285.35","285.35","276.08","-4.23%"
"07/28/2015","288.27","295.35","295.35","288.27","-2.40%"
"07/27/2015","295.36","293.30","295.36","293.30","0.72%"
"07/24/2015","293.25","287.78","293.25","287.78","1.88%"
"07/23/2015","287.85","270.51","287.85","270.51","6.42%"
"07/22/2015","270.48","262.39","270.48","262.39","3.08%"
"07/21/2015","262.39","271.75","271.75","262.39","-3.44%"
"07/20/2015","271.75","262.49","271.75","262.49","3.53%"
"07/17/2015","262.49","254.22","262.49","254.22","3.26%"
"07/16/2015","254.21","258.70","258.70","254.21","-1.77%"
"07/15/2015","258.78","249.54","258.78","249.54","3.70%"
"07/14/2015","249.54","246.88","249.54","246.88","1.07%"
"07/13/2015","246.89","251.86","251.86","246.89","-1.95%"
"07/10/2015","251.79","261.05","261.05","251.79","-3.54%"
"07/09/2015","261.02","264.13","264.13","261.02","-1.20%"
"07/08/2015","264.20","261.14","264.20","261.14","1.20%"
"07/07/2015","261.07","257.77","261.07","257.77","1.25%"
"07/06/2015","257.84","249.87","257.84","249.87","3.18%"
"07/03/2015","249.89","249.80","249.89","249.80","0.04%"
"07/02/2015","249.79","249.79","249.79","249.79","-2.66%"
"07/01/2015","256.62","258.01","258.01","256.62","-0.54%"
"06/30/2015","258.01","265.96","265.96","258.01","-3.00%"
"06/29/2015","265.98","256.09","265.98","256.09","3.86%"
"06/26/2015","256.09","254.64","256.09","254.64","0.55%"
"06/25/2015","254.69","252.63","254.69","252.63","0.82%"
"06/24/2015","252.63","245.81","252.63","245.81","2.78%"
"06/23/2015","245.79","249.16","249.16","245.79","-1.36%"
"06/22/2015","249.17","243.13","249.17","243.13","3.75%"
"06/19/2015","240.17","230.69","240.17","230.69","4.11%"
"06/18/2015","230.69","237.27","237.27","230.69","-4.40%"
"06/17/2015","241.32","245.06","245.06","241.32","-1.34%"
"06/16/2015","244.59","246.52","246.52","244.59","-0.40%"
"06/15/2015","245.58","237.70","245.58","237.70","1.40%"
"06/12/2015","242.18","237.70","242.18","237.70","1.55%"
"06/11/2015","238.48","246.19","246.19","238.48","-2.46%"
"06/10/2015","244.49","242.57","244.49","242.57","1.19%"
"06/09/2015","241.61","246.29","246.29","241.61","-2.00%"
"06/08/2015","246.54","248.39","248.39","246.54","-0.55%"
"06/05/2015","247.90","241.11","247.90","241.11","2.91%"
"06/04/2015","240.88","235.49","240.88","235.49","2.08%"
"06/03/2015","235.97","232.00","235.97","232.00","1.50%"
"06/02/2015","232.48","234.37","234.37","232.48","-0.40%"
"06/01/2015","233.42","227.59","233.42","227.59","1.04%"
"05/29/2015","231.01","227.59","231.01","227.59","-0.40%"
"05/28/2015","231.93","227.59","231.93","227.59","1.89%"
"05/27/2015","227.63","231.46","231.46","227.63","-1.25%"
"05/26/2015","230.51","220.43","230.51","220.43","4.59%"
"05/25/2015","220.40","220.46","220.46","220.40","-0.03%"
"05/22/2015","220.46","218.15","220.46","218.15","0.60%"
"05/21/2015","219.14","221.79","221.79","219.14","-1.10%"
"05/20/2015","221.58","225.68","225.68","221.58","-1.39%"
"05/19/2015","224.71","221.78","224.71","221.78","0.88%"
"05/18/2015","222.74","228.90","228.90","222.74","-2.70%"
"05/15/2015","228.93","226.41","228.93","226.41","0.88%"
"05/14/2015","226.93","232.42","232.42","226.93","-1.94%"
"05/13/2015","231.42","230.58","231.42","230.58","0.63%"
"05/12/2015","229.96","230.58","230.58","229.96","0.18%"
"05/11/2015","229.55","232.39","232.39","229.55","3.28%"
"05/08/2015","222.26","232.39","232.39","222.26","-4.17%"
"05/07/2015","231.92","231.44","231.92","231.44","0.41%"
"05/06/2015","230.97","231.97","231.97","230.97","-0.85%"
"05/05/2015","232.94","239.51","239.51","232.94","-2.73%"
"05/04/2015","239.49","237.98","239.49","237.98","0.65%"
"05/01/2015","237.95","232.55","237.95","232.55","2.29%"
"04/30/2015","232.62","227.11","232.62","227.11","2.63%"
"04/29/2015","226.65","224.21","226.65","224.21","1.31%"
"04/28/2015","223.72","223.70","223.72","223.70","1.34%"
"04/27/2015","220.77","220.11","220.77","220.11","0.30%"
"04/24/2015","220.11","218.20","220.11","218.20","1.09%"
"04/23/2015","217.73","226.66","226.66","217.73","-4.13%"
"04/22/2015","227.10","229.28","229.28","227.10","-0.62%"
"04/21/2015","228.51","232.04","232.04","228.51","-1.50%"
"04/20/2015","231.98","235.37","235.37","231.98","-4.07%"
"04/17/2015","241.81","235.37","241.81","235.37","2.92%"
"04/16/2015","234.94","229.46","234.94","229.46","2.59%"
"04/15/2015","229.00","230.39","230.39","229.00","-4.05%"
"04/14/2015","238.67","247.08","247.08","238.67","-3.61%"
"04/13/2015","247.62","246.17","247.62","246.17","0.99%"
"04/10/2015","245.19","234.49","245.19","234.49","5.03%"
"04/09/2015","233.45","232.45","233.45","232.45","0.86%"
"04/08/2015","231.45","253.00","253.00","231.45","-8.15%"
"04/07/2015","251.99","254.33","254.33","251.99","-0.03%"
"04/06/2015","252.07","259.32","259.32","252.07","-2.86%"
"04/03/2015","259.48","259.50","259.50","259.48","0.00%"
"04/02/2015","259.47","266.02","266.02","259.47","-2.32%"
"04/01/2015","265.64","277.21","277.21","265.64","-4.37%"
"03/31/2015","277.77","280.21","280.21","277.77","-1.21%"
"03/30/2015","281.17","285.95","285.95","281.17","-1.67%"
"03/27/2015","285.95","283.77","285.95","283.77","0.77%"
"03/26/2015","283.77","284.30","284.30","283.77","-0.19%"
"03/25/2015","284.30","276.30","284.30","276.30","2.90%"
"03/24/2015","276.30","283.07","283.07","276.30","-4.80%"
"03/23/2015","290.24","302.42","302.42","290.24","-0.36%"
"03/20/2015","291.29","302.42","302.42","291.29","-3.68%"
"03/19/2015","302.42","284.66","302.42","284.66","1.59%"
"03/18/2015","297.69","300.72","300.72","297.69","-1.01%"
"03/17/2015","300.72","302.25","304.49","300.72","-1.24%"
"03/16/2015","304.49","302.25","304.49","302.25","0.74%"
"03/13/2015","302.25","287.96","302.25","287.96","4.96%"
"03/12/2015","287.96","286.65","287.96","286.65","0.46%"
"03/11/2015","286.65","286.01","286.65","286.01","0.22%"
"03/10/2015","286.01","274.24","286.01","274.24","5.41%"
"03/09/2015","271.33","249.33","271.33","249.33","6.97%"
"03/06/2015","253.64","249.33","253.64","249.33","1.13%"
"03/05/2015","250.81","245.41","250.81","245.41","2.61%"
"03/04/2015","244.44","234.64","244.44","234.64","5.29%"
"03/03/2015","232.16","239.12","239.12","232.16","-2.51%"
"03/02/2015","238.13","234.39","238.13","234.39","0.95%"
"02/27/2015","235.88","253.75","253.75","235.88","-5.94%"
"02/26/2015","250.78","243.76","250.78","243.76","4.13%"
"02/25/2015","240.84","238.32","240.84","238.32","4.98%"
"02/24/2015","229.41","238.32","238.32","229.41","-3.69%"
"02/23/2015","238.20","238.32","238.32","238.20","0.98%"
"02/20/2015","235.89","233.49","235.89","233.49","0.82%"
"02/19/2015","233.96","227.67","233.96","227.67","2.60%"
"02/18/2015","228.03","233.87","233.87","228.03","-2.50%"
"02/17/2015","233.87","235.35","235.35","233.87","-0.62%"
"02/16/2015","235.34","235.37","235.37","235.34","0.00%"
"02/13/2015","235.35","236.71","236.71","235.35","-1.18%"
"02/12/2015","238.15","251.19","251.19","238.15","-5.29%"
"02/11/2015","251.46","245.16","251.46","245.16","2.77%"
"02/10/2015","244.68","232.46","244.68","232.46","6.14%"
"02/09/2015","230.52","228.98","230.52","228.98","0.45%"
"02/06/2015","229.48","224.71","229.48","224.71","2.80%"
"02/05/2015","223.22","225.66","225.66","223.22","-0.66%"
"02/04/2015","224.71","218.91","224.71","218.91","1.75%"
"02/03/2015","220.84","232.49","232.49","220.84","-5.21%"
"02/02/2015","232.98","227.33","232.98","227.33","9.50%"
"01/30/2015","212.77","208.03","212.77","208.03","1.79%"
"01/29/2015","209.04","210.87","210.87","209.04","0.06%"
"01/28/2015","208.92","198.57","208.92","198.57","5.22%"
"01/27/2015","198.55","193.65","198.55","193.65","0.92%"
"01/26/2015","196.74","193.65","196.74","193.65","1.60%"
"01/23/2015","193.65","196.23","196.23","193.65","-1.79%"
"01/22/2015","197.18","206.00","206.00","197.18","-3.59%"
"01/21/2015","204.53","202.03","204.53","202.03","1.25%"
